geneID,DFB,DFB,Fe,Fe
Ga0401699_0645876_1_1218,96,65,2,2
Ga0401699_0646734_535_987,58,43,3,0
Ga0401699_0647968_2_1216,16,30,3,3
Ga0401699_0648351_3_1211,51,34,8,8
Ga0401699_0651186_1_1212,14,7,1,3
Ga0401699_0651827_39_1187,14,4,0,0
Ga0401699_0652015_48_1211,50,56,1,4
Ga0401699_0652660_234_1163,53,148,310,217
Ga0401699_0653744_1_978,182,99,6,6
Ga0401699_0654703_3_1142,120,38,0,1
Ga0401699_0654844_669_1118,39,49,139,85
Ga0401699_0655343_613_798,18,13,84,65
Ga0401699_0656406_166_1170,5,4,0,0
Ga0401699_0657759_29_1207,11,8,0,0
Ga0401699_0657804_163_1137,15,4,0,0
Ga0401699_0658650_65_853,14,4,0,0
Ga0401699_0659121_2_1195,28,30,212,213
Ga0401699_0663211_274_1077,8,12,169,138
Ga0401699_0665634_143_1198,115,77,3,3
Ga0401699_0666770_19_963,4,1,76,35
Ga0401699_0672394_118_1164,45,45,0,0
Ga0401699_0672822_1_891,4275,2620,939,1083
Ga0401699_0676656_429_986,11,13,148,130
Ga0401699_0677951_2_1051,492,417,25,25
Ga0401699_0678523_3_1187,10,11,0,0
Ga0401699_0678976_3_1022,41,13,0,0
Ga0401699_0681823_1_1185,233,275,10,11
Ga0401699_0682521_232_1158,30,20,0,0
Ga0401699_0683783_44_1183,219,164,25,16
Ga0401699_0688265_20_904,6,9,0,0
Ga0401699_0689597_47_1177,112,45,7,4
Ga0401699_0694322_45_1100,79,45,0,1
Ga0401699_0694846_119_1084,17,9,37,53
Ga0401699_0695877_3_1163,127,135,12,17
Ga0401699_0698058_1_1134,342,51,4,2
Ga0401699_0698421_20_1168,21,16,0,0
Ga0401699_0698528_5_1168,577,522,17,11
Ga0401699_0698763_1_972,52,22,0,0
Ga0401699_0700227_34_834,24,17,0,0
Ga0401699_0706468_3_1148,28,15,0,0
Ga0401699_0709437_37_1161,326,239,10,11
Ga0401699_0709708_1_1161,172,200,2,5
Ga0401699_0710233_53_1105,20,18,9,6
Ga0401699_0711035_70_633,9,9,0,0
Ga0401699_0711039_3_1127,73,23,1,2
Ga0401699_0712185_35_1159,169,105,0,1
Ga0401699_0717274_125_895,17,15,0,0
Ga0401699_0718084_267_1115,6,6,0,0
Ga0401699_0725046_3_1124,5,17,0,0
Ga0401699_0725598_110_1099,10,10,0,0
Ga0401699_0727470_1_1146,42,29,5,3
Ga0401699_0730060_2_1039,548,705,64,68
Ga0401699_0731503_252_962,47,34,125,92
Ga0401699_0731532_11_874,70,29,0,4
Ga0401699_0733679_437_928,18,14,1,1
Ga0401699_0735007_1_933,43,34,0,0
Ga0401699_0737152_191_748,50,29,131,189
Ga0401699_0741704_3_986,39,20,2,0
Ga0401699_0741983_1_1119,43,43,0,0
Ga0401699_0745480_13_885,720,510,4,5
Ga0401699_0746502_107_976,24,19,0,6
Ga0401699_0748536_51_812,65,39,0,0
Ga0401699_0750103_32_340,375,316,46,56
Ga0401699_0751346_1_1128,106,54,1,1
Ga0401699_0759082_10_1098,25,12,51,38
Ga0401699_0760433_460_579,40,63,226,214
Ga0401699_0760433_765_893,44,67,261,214
Ga0401699_0760433_912_1052,32,33,114,104
Ga0401699_0760669_5_1120,61,28,0,0
Ga0401699_0762803_170_688,40,32,11,5
Ga0401699_0771022_517_1113,21,17,2,1
Ga0401699_0771035_1_1113,42,28,8,0
Ga0401699_0771545_1_513,138,95,1,2
Ga0401699_0774373_297_1085,57,51,2,9
Ga0401699_0779449_203_1105,175,141,10,10
Ga0401699_0779694_605_1024,22,29,4,5
Ga0401699_0783158_193_1068,90,117,368,362
Ga0401699_0783600_10_1101,209,201,23,24
Ga0401699_0786864_1_1011,843,397,2142,2648
Ga0401699_0787604_63_452,6,7,6,0
Ga0401699_0798428_1_1092,215,91,0,0
Ga0401699_0799054_1_1092,44,25,0,1
Ga0401699_0802402_23_1090,47,31,2,8
Ga0401699_0802787_64_1017,113,61,4,2
Ga0401699_0803844_1_801,257,245,3,3
Ga0401699_0804527_3_1088,69,95,4,8
Ga0401699_0805425_275_997,22,29,87,113
Ga0401699_0807152_187_699,26,21,31,62
Ga0401699_0807624_1_1086,71,20,0,0
Ga0401699_0809535_1_1083,51,59,11,1
Ga0401699_0816657_199_693,11,17,0,0
Ga0401699_0819688_121_804,15,23,4,5
Ga0401699_0821438_271_1068,12,10,0,0
Ga0401699_0826219_349_1053,1437,1007,96,92
Ga0401699_0831364_47_997,1,2,2,10
Ga0401699_0835218_568_939,0,1,0,1
Ga0401699_0842064_27_896,50,38,0,2
Ga0401699_0846072_71_1060,432,364,26,21
Ga0401699_0849091_44_1054,13,16,0,0
Ga0401699_0851109_44_1057,12,2,0,0
Ga0401699_0851889_3_1031,247,359,2,6
Ga0401699_0851993_21_1055,55,126,127,119
Ga0401699_0853557_25_1056,41,12,0,0
Ga0401699_0854847_1_1053,58,22,0,0
Ga0401699_0855476_867_1055,29,4,7,3
Ga0401699_0857134_432_983,15,22,69,92
Ga0401699_0866382_1_1041,73,48,2,14
Ga0401699_0867600_37_927,64,50,4,2
Ga0401699_0868469_2_1045,231,286,20,10
Ga0401699_0869284_327_986,15,13,6,3
Ga0401699_0870394_68_1045,226,120,3,2
Ga0401699_0871255_287_841,33,29,6,2
Ga0401699_0878019_108_986,4,2,0,0
Ga0401699_0881424_90_1037,21,33,4,0
Ga0401699_0882134_2_1036,62,29,0,0
Ga0401699_0883072_3_998,215,56,0,0
Ga0401699_0883796_55_390,6,5,0,0
Ga0401699_0891994_222_983,69,82,0,0
Ga0401699_0901996_2_1024,52,61,0,0
Ga0401699_0907120_235_987,26,23,11,0
Ga0401699_0909893_20_814,138,65,2,7
Ga0401699_0910420_3_1019,192,190,744,690
Ga0401699_0922117_2_1015,152,98,6,5
Ga0401699_0926874_14_1006,12,10,0,0
Ga0401699_0927521_251_784,15,21,0,0
Ga0401699_0934095_212_979,27,24,40,66
Ga0401699_0935296_47_1006,55,29,7,3
Ga0401699_0935479_572_871,9,22,218,172
Ga0401699_0939198_3_983,0,0,0,0
Ga0401699_0943097_1_1002,210,161,34,53
Ga0401699_0944095_1_1002,72,49,265,234
Ga0401699_0950397_41_763,3,4,496,271
Ga0401699_0950600_121_918,18,28,58,66
Ga0401699_0953672_2_976,33,30,4,5
Ga0401699_0958200_75_992,20,6,1,1
Ga0401699_0962834_3_989,1164,1038,35,39
Ga0401699_0968983_2_988,64,37,0,5
Ga0401699_0972535_297_986,334,299,4,1
Ga0401699_0973927_47_985,58,34,6,3
Ga0401699_0976497_41_985,14,9,1,2
Ga0401699_0983057_22_981,144,105,5,1
Ga0401699_0983806_22_981,65,41,0,2
Ga0401699_0985559_3_980,33,67,971,1021
Ga0401699_0994070_167_973,42,58,9,1
Ga0401699_0997124_239_703,16,21,5,3
Ga0401699_0999257_3_971,124,259,820,705
Ga0401699_0999346_3_971,242,138,68,59
Ga0401699_1009629_660_860,90,93,22,24
Ga0401699_1010911_57_866,27,26,0,0
Ga0401699_1014451_3_440,7,13,109,102
Ga0401699_1017859_2_961,4,12,0,0
Ga0401699_1019640_97_816,37,17,8,4
Ga0401699_1020942_214_912,0,0,0,0
Ga0401699_1023119_3_941,77,86,0,2
Ga0401699_1034559_346_789,12,6,2,1
Ga0401699_1038848_109_801,6,7,0,0
Ga0401699_1040506_3_950,356,270,32,15
Ga0401699_1058843_1_942,154,77,0,0
Ga0401699_1061009_496_939,55,56,6,3
Ga0401699_1064322_1_939,19,11,0,0
Ga0401699_1064615_237_941,5,22,0,2
Ga0401699_1066642_92_940,1468,1113,36,15
Ga0401699_1077570_105_887,32,45,0,0
Ga0401699_1079767_289_576,33,66,189,155
Ga0401699_1081227_17_418,311,338,18,19
Ga0401699_1081227_602_910,48,43,3,3
Ga0401699_1082200_21_863,114,84,17,10
Ga0401699_1083820_243_932,84,31,0,0
Ga0401699_1094399_30_830,16,17,1,2
Ga0401699_1103807_170_862,13,5,87,99
Ga0401699_1107570_86_838,13,12,4,0
Ga0401699_1123634_8_766,16,14,1,1
Ga0401699_1124754_49_825,11,10,3,4
Ga0401699_1125595_3_899,22,12,1,2
Ga0401699_1128556_10_675,8,4,0,0
Ga0401699_1129240_6_866,83,103,8,0
Ga0401699_1135930_1_891,493,1030,11,5
Ga0401699_1142394_237_677,19,7,0,0
Ga0401699_1150675_2_901,133,46,3,4
Ga0401699_1151955_1_900,415,67,12,7
Ga0401699_1157609_43_900,90,86,2,4
Ga0401699_1161161_8_898,540,312,91,96
Ga0401699_1161379_149_532,17,6,53,70
Ga0401699_1168173_229_867,11,14,4,1
Ga0401699_1168694_356_841,1356,689,65,90
Ga0401699_1173488_10_891,272,202,21,19
Ga0401699_1174526_7_891,178,37,0,0
Ga0401699_1174708_3_893,114,106,22,26
Ga0401699_1179201_46_885,1,0,44,53
Ga0401699_1181568_36_857,85,90,4,4
Ga0401699_1181626_3_890,14,13,0,0
Ga0401699_1183583_300_842,43,95,214,242
Ga0401699_1187096_561_887,48,66,209,243
Ga0401699_1191412_109_849,2,8,56,200
Ga0401699_1192954_26_814,178,178,1,3
Ga0401699_1196213_235_882,15,6,0,0
Ga0401699_1202811_34_882,47,24,0,0
Ga0401699_1206233_366_815,39,18,8,8
Ga0401699_1209637_1_765,91,61,27,14
Ga0401699_1211732_3_878,26,14,2,3
Ga0401699_1216675_1_876,450,413,40,18
Ga0401699_1221296_1_873,1974,2008,3581,2898
Ga0401699_1227096_1_870,93,156,5,0
Ga0401699_1231521_83_775,21,18,3,3
Ga0401699_1233326_220_672,30,41,5,5
Ga0401699_1235187_44_868,36,27,1,1
Ga0401699_1238881_223_867,79,59,3,6
Ga0401699_1244438_3_137,389,294,42,64
Ga0401699_1245926_290_865,23,15,1,1
Ga0401699_1266091_87_629,22,17,3,3
Ga0401699_1274950_52_507,13,14,2,2
Ga0401699_1277613_1_807,21,14,0,0
Ga0401699_1281815_2_850,0,0,0,0
Ga0401699_1298330_2_337,28,30,0,0
Ga0401699_1298677_1_684,107,52,8,1
Ga0401699_1299057_118_672,11,6,2,0
Ga0401699_1302305_182_844,65,41,12,5
Ga0401699_1308086_22_618,181,207,3,15
Ga0401699_1313099_256_792,13,11,9,1
Ga0401699_1321282_217_807,35,15,6,1
Ga0401699_1327097_1_696,47,19,3,2
Ga0401699_1331879_159_752,16,15,4,1
Ga0401699_1335131_3_833,33,19,5,1
Ga0401699_1344285_52_831,10,7,0,0
Ga0401699_1351152_48_827,48,35,1,3
Ga0401699_1356877_2_790,24,10,0,0
Ga0401699_1358480_2_826,0,0,0,0
Ga0401699_1361865_1_795,57,78,11,15
Ga0401699_1367548_2_823,122,39,1,1
Ga0401699_1369815_1_822,17,15,51,76
Ga0401699_1369948_219_821,547,498,1809,1902
Ga0401699_1371974_181_822,21,22,8,2
Ga0401699_1380113_1_624,105,80,1,2
Ga0401699_1382888_3_581,24,22,2,1
Ga0401699_1383856_225_524,305,327,631,467
Ga0401699_1390293_1_789,31,17,0,0
Ga0401699_1396685_348_812,11,16,0,2
Ga0401699_1397289_148_576,815,1017,2839,2631
Ga0401699_1399429_6_812,36,15,1,0
Ga0401699_1400210_589_813,1119,1573,3919,3634
Ga0401699_1407895_33_809,54,18,0,1
Ga0401699_1408808_3_653,149,83,0,0
Ga0401699_1410422_1_810,31,30,0,0
Ga0401699_1414067_309_809,3052,3174,10,7
Ga0401699_1417201_2_220,75,33,1,3
Ga0401699_1421538_1_804,524,310,135,102
Ga0401699_1422703_1_711,87,22,0,1
Ga0401699_1431303_1_801,48,38,0,0
Ga0401699_1439782_1_795,33,30,9,3
Ga0401699_1441777_3_800,28,14,0,0
Ga0401699_1442963_3_662,80,27,0,2
Ga0401699_1452022_287_691,26,22,1,1
Ga0401699_1456288_2_760,37,16,5,4
Ga0401699_1457842_106_795,175,158,490,613
Ga0401699_1462863_361_681,210,156,190,177
Ga0401699_1463410_3_794,79,34,0,0
Ga0401699_1464866_295_792,90,71,13,10
Ga0401699_1467316_3_785,442,336,28,32
Ga0401699_1472225_178_789,73,34,322,271
Ga0401699_1473694_492_791,14,15,86,120
Ga0401699_1495087_2_751,113,88,0,3
Ga0401699_1495988_210_716,9,29,2,5
Ga0401699_1499554_3_545,4,5,57,53
Ga0401699_1505082_3_776,18,12,4,0
Ga0401699_1508515_3_779,275,460,655,618
Ga0401699_1513035_3_707,96,143,4,5
Ga0401699_1524682_82_744,10,10,1,4
Ga0401699_1525216_351_776,23,19,0,0
Ga0401699_1527194_5_775,39,25,3,1
Ga0401699_1530929_338_775,13,17,111,61
Ga0401699_1532471_3_773,30,6,0,0
Ga0401699_1535207_179_739,19,10,7,1
Ga0401699_1538240_121_771,45,20,13,6
Ga0401699_1538947_149_610,5,9,2,1
Ga0401699_1539944_1_771,78,81,9,2
Ga0401699_1542487_156_731,13,14,3,5
Ga0401699_1551428_2_733,34,18,0,1
Ga0401699_1558331_26_766,88,57,11,4
Ga0401699_1560633_60_683,18,44,87,121
Ga0401699_1564038_36_431,29,26,8,3
Ga0401699_1565026_280_765,65,29,0,0
Ga0401699_1568478_1_765,38,22,0,0
Ga0401699_1575553_11_763,93,133,0,0
Ga0401699_1579091_26_634,22,24,0,0
Ga0401699_1584421_1_759,109,63,0,1
Ga0401699_1594411_38_649,29,37,349,387
Ga0401699_1597312_271_714,90,35,0,0
Ga0401699_1602737_264_632,11,12,67,75
Ga0401699_1603399_105_755,44,37,0,0
Ga0401699_1604545_87_548,12,12,11,2
Ga0401699_1621683_485_751,22,39,0,0
Ga0401699_1628102_70_750,183,216,8,2
Ga0401699_1631922_507_749,13,13,113,121
Ga0401699_1648491_51_677,24,20,3,2
Ga0401699_1648493_117_692,11,9,0,0
Ga0401699_1657075_1_732,29,29,1,2
Ga0401699_1657818_113_565,58,24,10,11
Ga0401699_1659054_1_309,144,157,4,4
Ga0401699_1676075_5_736,34,57,8,10
Ga0401699_1677652_1_738,134,54,4,4
Ga0401699_1689264_1_735,141,73,0,1
Ga0401699_1703290_219_626,15,12,113,131
Ga0401699_1708329_62_661,17,22,7,2
Ga0401699_1712378_1_726,152,95,28,13
Ga0401699_1713349_79_546,45,50,101,131
Ga0401699_1733081_493_690,404,306,1137,1391
Ga0401699_1734718_3_578,22,6,0,0
Ga0401699_1745776_2_721,100,99,2,4
Ga0401699_1755337_2_682,48,36,0,2
Ga0401699_1765360_7_501,8,9,0,0
Ga0401699_1766296_55_678,10,12,38,41
Ga0401699_1772566_94_537,111,46,0,0
Ga0401699_1774514_236_670,11,16,2,2
Ga0401699_1777268_3_218,284,251,6,6
Ga0401699_1780426_1_714,22,13,0,0
Ga0401699_1796473_3_671,94,177,130,122
Ga0401699_1798799_413_598,206,168,607,584
Ga0401699_1800225_2_193,12,17,0,0
Ga0401699_1818264_125_706,67,59,12,12
Ga0401699_1836311_3_668,58,62,2,2
Ga0401699_1838573_230_538,3,6,58,41
Ga0401699_1846518_25_699,25,34,0,0
Ga0401699_1850286_26_700,102,54,3,2
Ga0401699_1869837_2_694,53,65,0,0
Ga0401699_1892620_2_691,18,26,0,3
Ga0401699_1894056_205_582,1,0,0,1
Ga0401699_1906648_23_688,27,21,0,0
Ga0401699_1908963_194_688,1303,1039,44,15
Ga0401699_1909097_36_623,13,16,3,0
Ga0401699_1912890_31_456,15,8,4,3
Ga0401699_1923796_17_460,36,31,1,0
Ga0401699_1945815_79_585,343,196,1217,1538
Ga0401699_1948427_262_597,80,63,6,3
Ga0401699_1948711_128_679,269,135,2,1
Ga0401699_1972153_238_645,70,80,3,4
Ga0401699_1977926_305_535,29,3,0,0
Ga0401699_1978108_51_500,38,27,48,84
Ga0401699_1987765_33_644,54,37,1,0
Ga0401699_1991438_155_673,1,5,104,116
Ga0401699_1992011_276_533,6,3,1,1
Ga0401699_2005551_41_670,492,117,0,2
Ga0401699_2006092_1_669,97,62,15,6
Ga0401699_2012876_3_668,164,225,37,30
Ga0401699_2033897_199_663,182,186,726,588
Ga0401699_2041271_216_626,5,8,2,2
Ga0401699_2046604_1_663,408,355,31,15
Ga0401699_2070563_45_539,10,10,1,2
Ga0401699_2072683_2_658,154,168,9,6
Ga0401699_2076385_47_658,35,34,3,1
Ga0401699_2077474_76_630,14,5,3,2
Ga0401699_2083106_3_575,23,17,0,0
Ga0401699_2083466_1_591,21,6,0,0
Ga0401699_2084159_3_581,42,29,4,1
Ga0401699_2088631_1_654,14,9,0,0
Ga0401699_2096415_2_652,44,20,21,14
Ga0401699_2109826_139_588,9,6,0,0
Ga0401699_2118772_318_650,81,52,1,0
Ga0401699_2140254_3_614,53,29,10,5
Ga0401699_2156218_2_643,69,31,6,2
Ga0401699_2159314_44_391,9,8,147,153
Ga0401699_2168825_135_641,37,23,0,0
Ga0401699_2172208_1_642,34,24,7,4
Ga0401699_2180653_27_614,25,20,42,45
Ga0401699_2193508_1_561,1,9,62,74
Ga0401699_2197467_1_636,64,22,0,0
Ga0401699_2201734_3_614,12,7,0,0
Ga0401699_2207735_384_635,18,17,79,44
Ga0401699_2208515_48_407,21,44,2,7
Ga0401699_2216253_201_629,888,1194,117,158
Ga0401699_2222678_2_634,108,104,5,0
Ga0401699_2238209_354_623,383,237,29,33
Ga0401699_2244793_1_552,90,92,1,1
Ga0401699_2249057_200_466,329,548,1536,1267
Ga0401699_2250135_32_592,35,31,1,1
Ga0401699_2252857_3_440,74,29,0,3
Ga0401699_2260603_2_628,99,58,2,7
Ga0401699_2261339_1_615,74,36,235,257
Ga0401699_2274440_1_624,40,74,97,87
Ga0401699_2277759_78_434,16,7,2,0
Ga0401699_2287134_2_607,69,37,2,0
Ga0401699_2293683_38_622,29,40,0,0
Ga0401699_2319047_83_619,36,38,0,0
Ga0401699_2321262_3_599,19,6,0,0
Ga0401699_2323190_1_618,154,108,4,8
Ga0401699_2324155_3_449,36,20,0,0
Ga0401699_2351096_1_441,34,34,96,157
Ga0401699_2370656_120_572,6,9,0,2
Ga0401699_2372177_56_442,11,6,4,2
Ga0401699_2381994_1_609,519,437,31,28
Ga0401699_2397218_47_607,1116,1494,81,177
Ga0401699_2407829_2_421,187,430,711,579
Ga0401699_2412665_1_606,124,110,342,350
Ga0401699_2428115_1_603,51,49,1,1
Ga0401699_2434203_49_483,73,71,2,1
Ga0401699_2437231_3_326,109,122,506,405
Ga0401699_2448961_112_264,84,68,213,161
Ga0401699_2460904_1_600,23,36,2,1
Ga0401699_2480599_33_551,16,12,3,0
Ga0401699_2483643_1_552,4,11,78,84
Ga0401699_2486476_115_597,6,23,8,3
Ga0401699_2493035_3_488,30,31,8,10
Ga0401699_2509211_7_537,18,24,0,0
Ga0401699_2520010_85_543,10,16,3,0
Ga0401699_2547385_35_472,12,29,0,0
Ga0401699_2562136_132_515,50,24,0,1
Ga0401699_2574706_7_567,50,56,0,0
Ga0401699_2581364_1_585,48,42,6,4
Ga0401699_2595950_110_583,45,35,2,1
Ga0401699_2596066_89_322,34,95,336,258
Ga0401699_2627267_1_534,20,32,2,7
Ga0401699_2636275_2_577,106,84,20,19
Ga0401699_2673681_2_178,19,46,72,74
Ga0401699_2685530_2_571,57,38,0,1
Ga0401699_2700865_3_569,79,109,144,161
Ga0401699_2707190_7_570,36,25,0,0
Ga0401699_2713069_1_570,15,23,0,1
Ga0401699_2746074_1_564,23,14,0,0
Ga0401699_2768670_214_564,305,195,469,339
Ga0401699_2770503_79_531,25,33,11,15
Ga0401699_2831464_2_451,375,560,11,17
Ga0401699_2865947_14_553,79,61,0,0
Ga0401699_2866665_2_520,44,9,0,0
Ga0401699_2866924_1_552,184,73,2,0
Ga0401699_2898865_1_462,9,6,0,0
Ga0401699_2898904_141_317,67,94,29,52
Ga0401699_2900945_42_548,45,30,4,0
Ga0401699_2903881_1_549,32,14,0,0
Ga0401699_2909853_2_547,3,2,64,50
Ga0401699_2916080_29_511,392,336,20,13
Ga0401699_2918373_1_546,184,221,3,4
Ga0401699_2920417_3_389,223,139,1,0
Ga0401699_2925254_145_504,123,140,527,470
Ga0401699_2926590_2_442,74,66,13,20
Ga0401699_2935930_238_525,68,71,2,2
Ga0401699_2951715_3_458,27,29,1,1
Ga0401699_2962245_33_503,70,44,1,2
Ga0401699_2999768_2_211,182,128,3,5
Ga0401699_3012841_3_539,23,3,0,0
Ga0401699_3022659_41_538,10,17,2,2
Ga0401699_3041755_3_236,119,160,10,3
Ga0401699_3054366_94_459,8,8,70,88
Ga0401699_3069738_46_462,93,68,10,6
Ga0401699_3087747_3_530,57,50,0,1
Ga0401699_3107688_1_528,106,68,0,1
Ga0401699_3136883_1_375,19,10,12,2
Ga0401699_3155200_1_525,109,68,13,13
Ga0401699_3167595_17_523,143,163,0,0
Ga0401699_3174353_118_519,99,40,0,0
Ga0401699_3175590_3_434,78,79,3,2
Ga0401699_3184953_2_523,73,57,2,0
Ga0401699_3185163_132_431,31,105,8,7
Ga0401699_3217097_2_520,27,20,1,2
Ga0401699_3219935_1_189,42,22,5,0
Ga0401699_3223057_7_519,88,46,0,0
Ga0401699_3228122_182_520,25,29,2,3
Ga0401699_3241585_19_516,93,49,1,1
Ga0401699_3249248_1_516,98,58,4,0
Ga0401699_3263577_12_422,29,24,0,0
Ga0401699_3289065_18_407,57,33,12,21
Ga0401699_3290899_325_477,166,315,26,17
Ga0401699_3291633_1_468,59,38,0,0
Ga0401699_3293499_11_382,34,23,15,14
Ga0401699_3294460_1_513,45,22,0,3
Ga0401699_3343852_243_479,60,52,0,1
Ga0401699_3347590_37_438,38,29,0,2
Ga0401699_3358392_159_500,53,23,3,3
Ga0401699_3396586_41_490,6,3,0,0
Ga0401699_3397257_2_358,99,76,33,40
Ga0401699_3403325_18_461,128,71,4,7
Ga0401699_3415996_133_504,139,56,6,0
Ga0401699_3426169_45_488,86,40,6,1
Ga0401699_3431165_227_502,1,7,67,58
Ga0401699_3440732_2_502,59,45,0,0
Ga0401699_3455501_1_309,98,29,1,0
Ga0401699_3461844_2_499,25,37,0,1
Ga0401699_3467797_3_500,408,287,7,1
Ga0401699_3469444_23_331,10,19,79,87